input,output,prediction,match
"so they are not still able to stay right beside them they was getting out at the same time we were and we had to walk to the corner of otis avenue that is a street behind my mom and dad is house and a few other people was trying to walk down otis avenue and so otis was trying to walk down otis avenue
so they are not still able to stay right beside them they was getting out at the same time we were and we had to walk to the corner of otis avenue that is a street behind my mom and dad is house and a few other people was trying to walk down otis avenue and so all of us was trying to walk down otis avenue
so and they are not still able to stay right beside them they was getting out at the same time we were and we had to walk to the corner of otis avenue that is a street behind my mom and dad is house and a few other people was trying to walk down otis avenue and so otis was trying to walk down otis avenue
so they are not still able to stay right beside them they was getting out at the same time we were and we had to walk to the corner of otis avenue that is a street behind my mom and dad is house and a few other people was trying to walk down otis avenue and so otis was trying to walk down otis avenue
so they are not still able to stay right beside them they was getting out at the same time we were and we had to walk to the corner of otis avenue that is a street behind my mom and dad is house and a few other people was trying to walk down otis avenue and so otis was trying to walk down otis avenue
",so and then our next door neigh their next door neighbor that stay right beside them they was getting out at the same time we were and we had to walk to the corner of otis avenue that is the street behind my mom and dad house and a few other people was tryna walk down otis avenue and so all us was tryna walk down otis avenue but when we got halfway down so much water was coming it got,so they are not still able to stay right beside them they was getting out at the same time we were and we had to walk to the corner of otis avenue that is a street behind my mom and dad is house and a few other people was trying to walk down otis avenue and so all of us was trying to walk down otis avenue,No
"it really did i mean we would go i do not remember going to howard university to see santana and some other and i was probably fourteen fifteen my girlfriend and i went and people were sitting there well you could smoke cigarettes then at time it cramped in auditorium and we were sitting my girlfriend i was sitting fourteen probably fourteen and there were some college students in front of us some guys and they were smoking a joint
it really did i mean we would go i do not remember going to howard university to see santana and some other and i was probably fourteen fifteen my girlfriend and i went and people were sitting there well you could smoke cigarettes then at time it cramped in auditorium and we were sitting my girlfriend i was sitting fourteen probably fourteen and there were some college students in front of us some guys and they were smoking a joint
it really did i mean we would go i do not remember going to howard university to see santana and some other and i was probably fourteen fifteen my girlfriend and i went and people were sitting there well you can smoke cigarettes then at time it cramped in auditorium and we were sitting my girlfriend i was sitting fourteen probably fourteen and there were some college students in front of us some guys and they were smoking a joint
it really did i mean we would go i do not remember going to howard university to see santana and some other and i was probably fourteen fifteen my girlfriend and i went and people were sitting there well you can smoke cigarettes then at time it cramped in auditorium and we were sitting my girlfriend i was sitting fourteen probably fourteen and there were some college students in front of us some guys and they were smoking a joint
it really did i mean we would go i do not remember going to howard university to see santana and some other and i was probably fourteen fifteen my girlfriend and i went and people were sitting there well you could smoke cigarettes then at time it cramped in auditorium and we were sitting my girlfriend i was sitting fourteen probably fourteen and there were some college students in front of us some guys and they were smoking a joint
",it really did i mean you could we would go i remember going to howard university to see santana and some other and i was probably fourteen fifteen my my girlfriend and i went and people were sitting there well you could smoke cigarettes then in time at cramton auditorium and we were sitting my girlfriend and i were sitting fourteen probably fourteen and there was some college students in front of us some guys and they were smoking a joint and they reached back to us and asked us did we want and i was like oh god no cause by th you know i was like oh oh ah no no and so we were and we talked about that for weeks that he was he was offering us a joint he was offering we should have taken it we should have taken it so it was more you know it was open we would go to concerts at,i remember going to howard university to see santana and some other with my girlfriend probably around fourteen or fifteen years old people were sitting there and smoking cigarettes but it was cramped in the auditorium there were some college students in front of us some guys and they were smoking a joint,No
"i am the youth health educator under social mobilization for also known as the we work to provide hiv prevention education for youth thirteen to twenty-four i more specifically do a plan events geared around hiv testing
i am the youth health educator under social mobilization for also known as the we work to provide hiv prevention education for youth thirteen to twenty-four i more specifically do i plan events geared around hiv testing
i am the youth health educator under social mobilization for also known as the we work to provide hiv prevention education for youth thirteen to twenty-four i more specifically do a plan events geared around hiv testing
i am the youth health educator under social mobilization for also known as the we work to provide hiv prevention education for youth thirteen to twenty-four i more specifically do a plan events geared around hiv testing
i am the youth health educator under social mobilization for also known as the we work to provide hiv prevention education for youth thirteen to twenty-four i more specifically do at plan events geared around hiv testing
",i am the youth health educator under social mobilization for rd work five also known as the rd work six we work to provide hiv prevention education for youth thirteen to twenty four is more specifically do i plan events geared around hiv testing but i plan cultural and fun events where we offer hiv testing in hopes of normalizing testing,i am the youth health educator under social mobilization for also known as the we work to provide hiv prevention education for youth thirteen to twenty four i more specifically do a plan events geared around hiv testing,No
"to present it without looking looking like a threat we just want people to acknowledge the wrong and less if we can do something about correcting it because of it
to present it without looking looking like a threat we just want people to acknowledge the wrong and less if we can do something about correcting it because of it
to present it without looking looking like a threat we just want people to acknowledge the wrong and less if we can do something about correcting it because we are going to do something about correcting it
to present it without looking like a threat we just want people to acknowledge the wrong and let us see if we can do something about correcting it because we are going to do something about correcting it
to present it without looking like a threat we just want people to acknowledge the wrong and let us see if we can do something about correcting it because we are going to be able to present it
",to present it without lfu looking looking like a threat we just want people to acknowledge the wrong and let us see if we can do something correcting it because,please provide the 5 hypotheses,No
"and now they are doing i think every week like kickball for the whole community well not for the whole community i think it is for the whole city because at genesee park because yesterday they had like the east side against the west side so you are just showing that you know they can come together and play nice and it is not all you know gang banging just because you are in the city so
and now they are doing i think every week like kickball for the whole community well not for the whole community i think it is for the whole city because at genesee park because yesterday they had the east side and the west side so you are just showing that they can come together and play nice and it is not all gang banging just because you are in the city so
and now they are doing i think every week like kickball for the whole community well not for the whole community i think it is for the whole city because at genesee park because yesterday they had the east side against the west side so you are just showing that they can come together and play nice and it is not all gang banging just because you are in the city so
and now they are doing i think every week like kickball for the whole community well not for the whole community i think it is for the whole city because at genesee park because yesterday they had the east side against the west side so they were just showing that they can come together and play nice and it is not all gang banging just because you are in the city so
and now they are doing i think every week like kickball for the whole community well not for the whole community i think it is for the whole city because at genesee park because yesterday they had like the east side against the west side so you are just showing that they can come together and play nice and it is not all gang banging just because you are in the city so
",and now they are doing i think every week like kickball for the whole community well not for the whole community i think it is for the whole city cause at genesee park cause yesterday they had like the east side against the west side so they are just showing that you know they can come together and play nice and it is not all you know gang banging just because you are in the city so,the community is coming together to play kickball every week at genesee park showing that they can come together and play nice regardless of gang banging,No
"you know my parents go back then was work get out you know companies were around so my dad got out of school and worked at kodak and he retired from there so he was there for thirty-five plus years my mom has been with the state for twenty-six years almost so you know they got jobs and work and school all i knew was i am going to college i did not know how i got there how you pay for it what to do so when i kind of
you know my parents go back then was work get out you know companies were around so my dad got out of school and worked at kodak and he retired from there so he was there for thirty-five plus years my mom has been with the state for twenty-six years almost so you know they got jobs and work and school all i knew was i am going to college i did not know how i got there for how you pay for it what to do so when i kind
you know my parents go back then was work get out you know companies were around so my dad got out of school and worked at kodak and he retired from there so he was there for thirty-five plus years my mind has been with the state for twenty-six years almost so you know they got jobs and work and school all i knew was i am going to college i did not know how i got there how you pay for it what to do so when i kind of
you know my parents go back then was work get out you know companies were around so my dad got out of school and worked at kodak and he retired from there so he was there for thirty-five plus years my mind has been with the state for twenty-six years almost so you know they got jobs and work and school all i knew was i am going to college i did not know how i got there for how you pay for it what to do so when i kind
you know my parents go back then was work get out you know companies were around so my dad got out of school and worked at kodak and he retired from there so he was there for thirty-five plus years my mom has been with the state for twenty-six years almost so you know they got jobs and work and school all i knew was i am going to college i did not know how i got there for how you pay for it what to do so when i kind of
",you know my parents goal back then was work get out you know companies were around so my dad got out of school and worked at kodak and he retired from there so he was there for thirty five plus years my mom has been with the state for twenty six years almost so you know they got jobs and worked in school n all i knew was i am going to college i did not know how i got there how you pay for it what to do so when i kind of got there i was stuck because my parents did not really know what to do other than tell me you are going to college so i do not think rd school four really prepared me for school they just wanted me to graduate,i did not know how i got there how to pay for it or what to do,No
"the kind of people who live there it is just these houses are really nice there are some beautiful beautiful houses here
the kind of people who live there it is just these houses are really nice there are some beautiful beautiful houses here
that kind of people who live there it is just these houses are really nice there are some beautiful beautiful houses here
the kind of people who live there it is just these houses are really nice there are some beautiful beautiful houses here
that kind of people who live there it is just these houses are really nice there are some beautiful beautiful houses here
",the kind of people who live there it is just these houses are really nice like there are some beautiful beautiful houses here,that kind of people who live there it is just these houses are really nice there are some beautiful beautiful houses here,No
"doctor lunsford i guess that is where i got like my kind of basis i was looking up information about him and you know they are like black
doctor lundzford i guess that is where i got like my kind of basis i was looking up information about him and you know they are like black
doctor lunsford i guess that is where i got like my kind of basis i was looking up information about him and you know they are like black
doctor lunsford i guess that is where i got like my kind of basis i was looking up information about him and you know they are like black
doctor lunsford i guess that is where i got like my kind of basis i was looking at information about him and you know they are like black
",m char doctor lunsford ii guess that is where i got like my kind of basis i was looking up information about him and you know there were like black,doctor lunsford i guess that is where i got like my kind of basis i was looking up information about him and you know they are like black,No
"i work for me and everybody stop me for me
i work for me and everybody stop me from being
i worked for me and everybody thought me for me
i worked for me and everybody stopped me from being
i worked for me and everybody stopped me for me
",i worked for miss rd name one and everybody thought miss rd name one was mean,i worked for me and everybody stopped me from being,No
"that aim i have heard it used where somebody did not smell well your arms are cranking yeah
that aim i have heard it used where somebody did not smell well your arms are cranking yeah
that aim i have heard it used where somebody did not smell well your arms are cranking yeah
that aim i have heard it used where somebody did not smell well your arms are cranking yeah
that aim i have heard it used where somebody did not smell well your arms are cranking yeah
",that and i have heard it used where somebody did not smell well your arms are cranking yeah,that aim i have heard it used where somebody did not smell well your arms are cranking yeah,No
"that is basically it and once they both got jobs then you know they were out on their own and then they had an apartment on then they bought a had an apartment on then they bought this house so they actually bought the house for $seventeen thousand $six bedroom house three bathrooms $seventeen thousand year you know back then
that is basically it and once they both got jobs then you know they were out on their own and then they had an apartment on then they bought a had an apartment on then they bought this house so they actually bought the house for $seventeen thousand six bedroom house three bathrooms $seventeen thousand year you know back then so that was crazy
that is basically it and once they both got jobs then you know they were out on their own and then they had an apartment on then they bought a had an apartment on then they bought this house so they actually bought the house for $seventeen thousand six bedroom house three bathrooms $seventeen thousand year you know back then
that is basically it and once they both got jobs then you know they were out on their own and then they had an apartment on then they bought up had an apartment on then they bought this house so they actually bought the house for $seventeen thousand $six bedroom house three bathrooms $seventeen thousand year you know back then
that is basically it and once they both got jobs then you know they were out on their own and then they had an apartment on then they bought up had an apartment on then they bought this house so they actually bought the house for $seventeen thousand six bedroom house three bathrooms $seventeen thousand year you know back then
",that is basically it once they both got jobs then you know they were out on their own and then they had an apartment on rd address two then they bought an apa had an apartment on rd address three then they bought this house so they actually bought the house for seventeen thousand dollars six bedroom house three bathrooms seventeen thousand year you know back then so that was crazy you so they payed their house off real quick because she was at kodak and he was in construction so it was basically a steal,the investor now owns seventy three percent of the company,No
"for us and like i was responsible for my younger brother
for us and like i was responsible for my younger brother
for us and like i was responsible for my younger brother
for us and like i was responsible for my younger brother
for us and like i was responsible for my younger brother
",for us and like i was responsible for my younger brother,for us and like i was responsible for my younger brother,Yes
"there is nothing else for them then they got these little statues standing there but it is not that much it is not huge like riding a monorail
there is nothing else for them then they got these little statues standing there but it is not that much it is not huge like riding a monorail
is nothing else for them then they got these little statues standing there but it is not that much it is not huge like riding a monorail
there is nothing else for them then they got these little statues standing there but it is not that much it is not huge like riding a monorail
there is nothing else for them then they got these little statues standing there but it is not that much it is not huge like riding a monorail
",it is nothing else for them then they got these little statues standing there but it is not that much it is not huge like riding a monorail,the little statues are not huge like riding a monorail,No
